75,2,"El Cerrito, CA",37.918,-122.314,1 6 2013 10:00AM,1 6 2013 10:30AM
76,1,"Woodridge, IL",41.738,-88.028,1 2 2013 2:30PM,1 2 2013 5:00PM
76,2,"Beverly Shores, IN",41.692,-86.978,1 3 2013 6:30AM,1 3 2013 8:52AM
77,1,"Woodridge, IL",41.738,-88.028,1 7 2013 6:00AM,1 7 2013 8:00AM
77,2,"Beverly Shores, IN",41.692,-86.978,1 8 2013 9:27AM,1 8 2013 4:30PM
78,1,"Carol Stream, IL",41.904,-88.121,1 2 2013 8:30AM,1 2 2013 1:30PM
78,2,"Olmstead, KY",36.752,-87.015,1 3 2013 8:45AM,1 3 2013 9:30AM
79,1,"Mirando City, TX",27.44,-99.001,1 28 2013 11:00AM,1 28 2013 12:07PM
79,2,"Alsip, IL",41.662,-87.738,1 31 2013 11:00AM,1 31 2013 12:14PM
80,1,"Mirando City, TX",27.44,-99.001,1 25 2013 9:30AM,1 25 2013 11:00AM
80,2,"Alsip, IL",41.662,-87.738,1 28 2013 6:00AM,1 28 2013 7:01AM
81,1,"Mirando City, TX",27.44,-99.001,1 25 2013 7:44AM,1 25 2013 11:00AM
81,2,"Alsip, IL",41.662,-87.738,1 28 2013 10:00AM,1 28 2013 12:00PM
82,1,"Mirando City, TX",27.44,-99.001,1 28 2013 1:00PM,1 28 2013 3:00PM
82,2,"Alsip, IL",41.662,-87.738,1 30 2013 11:30AM,1 30 2013 12:30PM
83,1,"Topeka, IN",41.539,-85.54,1 2 2013 8:00AM,1 2 2013 11:44AM
83,2,"Melrose Park, IL",41.91,-87.837,1 2 2013 4:29PM,1 2 2013 6:31PM
84,1,"Topeka, IN",41.539,-85.54,1 2 2013 3:59PM,1 2 2013 7:30PM
84,2,"Melrose Park, IL",41.91,-87.837,1 3 2013 9:35AM,1 3 2013 11:00AM
85,1,"Addison, IL",41.939,-88.033,1 7 2013 8:00AM,1 7 2013 10:00AM
85,2,"Campo, CA",32.606,-116.469,1 11 2013 8:00AM,1 11 2013 10:00AM
86,1,"Bridgeview, IL",41.75,-87.804,1 2 2013 12:00PM,1 2 2013 1:00PM
86,2,"Aurora, CO",39.74,-104.862,1 4 2013 11:00AM,1 4 2013 12:00PM
87,1,"Topeka, IN",41.539,-85.54,1 2 2013 11:30AM,1 2 2013 3:45PM
87,2,"Melrose Park, IL",41.91,-87.837,1 2 2013 7:00PM,1 2 2013 10:27PM
88,1,"GRAND RAPID, MI",42.984,-85.678,1 9 2013 6:30PM,1 9 2013 7:50PM
88,2,"Romeoville, IL",41.64,-88.077,1 10 2013 11:00AM,1 10 2013 3:50PM
89,1,"Chicago, IL",41.874,-87.651,1 3 2013 1:40PM,1 3 2013 4:45PM
89,2,"Martin, MI",42.537,-85.642,1 3 2013 7:00PM,1 3 2013 8:30PM
90,1,"Chicago, IL",41.874,-87.651,1 9 2013 7:00AM,1 9 2013 9:00AM
90,2,"Martin, MI",42.537,-85.642,1 9 2013 12:00PM,1 9 2013 1:00PM
91,1,"Chicago, IL",41.874,-87.651,1 15 2013 10:00AM,1 15 2013 11:00AM
91,2,"Martin, MI",42.537,-85.642,1 15 2013 12:00PM,1 15 2013 2:00PM
92,1,"Chicago, IL",41.874,-87.651,1 16 2013 9:00AM,1 16 2013 10:00AM
92,2,"Martin, MI",42.537,-85.642,1 16 2013 11:00AM,1 16 2013 1:00PM
93,1,"Chicago, IL",41.874,-87.651,1 24 2013 12:34PM,1 24 2013 1:49PM
93,2,"Martin, MI",42.537,-85.642,1 24 2013 4:45PM,1 24 2013 9:50PM
94,1,"Onalaska, WI",43.884,-91.235,1 2 2013 8:30AM,1 2 2013 9:30AM
94,2,"Alsip, IL",41.662,-87.738,1 3 2013 8:00AM,1 3 2013 9:30AM
95,1,"Naperville, IL",41.767,-88.188,1 3 2013 10:45AM,1 3 2013 12:44PM
95,2,"New Paris, OH",39.857,-84.793,1 4 2013 11:49AM,1 4 2013 1:22PM
96,1,"Lemont, IL",41.644,-87.99,1 3 2013 12:00PM,1 3 2013 1:20PM
96,2,"North Aurora, IL",41.806,-88.327,1 3 2013 2:30PM,1 3 2013 6:32PM
96,3,"Mercer Island, WA",47.578,-122.225,1 7 2013 7:28AM,1 7 2013 9:20AM
97,1,"Chicago, IL",41.874,-87.651,1 3 2013 11:15AM,1 3 2013 2:00PM
97,2,"New Bloomfield, MO",38.72,-92.088,1 4 2013 9:00AM,1 4 2013 1:12PM
98,1,"Chicago, IL",41.874,-87.651,1 11 2013 11:00AM,1 11 2013 12:00PM
98,2,"Pendleton, TX",31.195,-97.349,1 14 2013 5:45AM,1 14 2013 8:00AM
99,1,"Chicago, IL",41.874,-87.651,1 7 2013 11:45AM,1 7 2013 1:30PM
99,2,"Pendleton, TX",31.195,-97.349,1 9 2013 7:45AM,1 9 2013 9:58AM
100,1,"CANTON TWP, MI",42.319,-83.456,1 2 2013 3:53PM,1 2 2013 5:00PM
100,2,"Carol Stream, IL",41.904,-88.121,1 3 2013 5:00AM,1 3 2013 7:00AM
101,1,"CANTON TWP, MI",42.319,-83.456,1 2 2013 7:00AM,1 2 2013 8:59AM
101,2,"Carol Stream, IL",41.904,-88.121,1 3 2013 6:30AM,1 3 2013 9:00AM
102,1,"Mc Kean, PA",41.993,-80.143,1 3 2013 11:07AM,1 3 2013 12:01PM
102,2,"Chicago, IL",41.874,-87.651,1 4 2013 5:45AM,1 4 2013 7:30AM
103,1,"Mc Kean, PA",41.993,-80.143,1 2 2013 1:45PM,1 2 2013 3:30PM
103,2,"Chicago, IL",41.874,-87.651,1 3 2013 5:00AM,1 3 2013 8:00AM
104,1,"Mc Kean, PA",41.993,-80.143,1 2 2013 1:45PM,1 2 2013 3:35PM
104,2,"Chicago, IL",41.874,-87.651,1 3 2013 7:30AM,1 3 2013 11:10AM
105,1,"Lemont, IL",41.644,-87.99,1 3 2013 11:04AM,1 3 2013 4:15PM
105,2,"CANTON TWP, MI",42.319,-83.456,1 4 2013 4:15AM,1 4 2013 8:00AM
106,1,"University Park, IL",41.508,-87.691,1 3 2013 9:00AM,1 3 2013 10:00AM
106,2,"Melrose Park, IL",41.91,-87.837,1 3 2013 11:00AM,1 3 2013 12:14PM
107,1,"Rondout, IL",42.28,-87.895,1 2 2013 8:18AM,1 2 2013 10:15AM
107,2,"Melrose Park, IL",41.91,-87.837,1 2 2013 11:30AM,1 2 2013 1:00PM
108,1,"Chicago, IL",41.874,-87.651,1 2 2013 10:45AM,1 2 2013 11:42AM
108,2,"Dudley, NC",35.268,-78.038,1 3 2013 4:00AM,1 3 2013 5:31AM
109,1,"Chicago, IL",41.874,-87.651,1 2 2013 10:30AM,1 2 2013 1:10PM
109,2,"Decatur, GA",33.771,-84.323,1 4 2013 3:45AM,1 4 2013 5:00AM
110,1,"Clarcona, FL",28.613,-81.499,1 2 2013 11:50AM,1 2 2013 1:08PM
110,2,"Niles, IL",42.023,-87.81,1 4 2013 12:00PM,1 4 2013 2:35PM
111,1,"Darlington, IN",40.11,-86.772,1 2 2013 2:45PM,1 2 2013 5:26PM
111,2,"Munster, IN",41.568,-87.508,1 3 2013 6:45AM,1 3 2013 7:38AM
112,1,"Phoenix, MD",39.516,-76.616,1 2 2013 2:40PM,1 2 2013 3:30PM
112,2,"Naperville, IL",41.767,-88.188,1 3 2013 2:00PM,1 3 2013 2:30PM
113,1,"Phoenix, MD",39.516,-76.616,1 2 2013 12:34PM,1 2 2013 1:41PM
113,2,"Naperville, IL",41.767,-88.188,1 3 2013 12:00PM,1 3 2013 1:40PM
114,1,"Phoenix, MD",39.516,-76.616,1 2 2013 12:00PM,1 2 2013 1:00PM
114,2,"Naperville, IL",41.767,-88.188,1 4 2013 7:00AM,1 4 2013 8:00AM
115,1,"Naperville, IL",41.767,-88.188,1 4 2013 1:45PM,1 4 2013 2:30PM
115,2,"New Bloomfield, MO",38.72,-92.088,1 7 2013 5:33AM,1 7 2013 7:45AM
116,1,"Northlake, IL",41.91,-87.904,1 2 2013 11:39AM,1 2 2013 12:23PM
116,2,"Oregon, OH",41.643,-83.51,1 3 2013 7:52AM,1 3 2013 10:26AM
117,1,"Northlake, IL",41.91,-87.904,1 2 2013 12:15PM,1 2 2013 2:00PM
117,2,"Oregon, OH",41.643,-83.51,1 3 2013 7:00AM,1 3 2013 8:37AM
118,1,"Camby, IN",39.648,-86.311,1 2 2013 2:45PM,1 2 2013 4:45PM
118,2,"Posen, IL",41.623,-87.673,1 3 2013 1:14PM,1 3 2013 3:00PM
119,1,"Camby, IN",39.648,-86.311,1 3 2013 5:30AM,1 4 2013 6:00AM
119,2,"Posen, IL",41.623,-87.673,1 4 2013 9:45AM,1 4 2013 11:00AM
120,1,"Romeoville, IL",41.64,-88.077,1 2 2013 2:15PM,1 2 2013 4:30PM
120,2,"Poneto, IN",40.657,-85.222,1 3 2013 12:15PM,1 3 2013 2:00PM
121,1,"Romeoville, IL",41.64,-88.077,1 2 2013 12:15PM,1 2 2013 3:06PM
121,2,"Poneto, IN",40.657,-85.222,1 5 2013 9:45PM,1 5 2013 11:33PM
122,1,"Romeoville, IL",41.64,-88.077,1 2 2013 1:43PM,1 2 2013 3:50PM
122,2,"Dorr, MI",42.725,-85.722,1 3 2013 7:00AM,1 3 2013 9:00AM
123,1,"Roselle, NJ",40.664,-74.263,1 7 2013 11:00AM,1 7 2013 12:00PM
123,2,"Romeoville, IL",41.64,-88.077,1 8 2013 1:30PM,1 8 2013 4:20PM
124,1,"Roselle, NJ",40.664,-74.263,1 4 2013 11:00AM,1 4 2013 1:00PM
124,2,"Romeoville, IL",41.64,-88.077,1 7 2013 5:00AM,1 7 2013 7:00AM
125,1,"Wall, TX",31.374,-100.308,1 4 2013 12:00PM,1 4 2013 12:20PM
125,2,"Romeoville, IL",41.64,-88.077,1 7 2013 6:00AM,1 7 2013 6:56AM
126,1,"Carol Stream, IL",41.904,-88.121,1 7 2013 3:00PM,1 7 2013 4:32PM
126,2,"Olmstead, KY",36.752,-87.015,1 8 2013 6:30AM,1 8 2013 7:30AM
127,1,"Carol Stream, IL",41.904,-88.121,1 4 2013 9:25AM,1 4 2013 11:00AM
127,2,"South Elgin, IL",41.998,-88.291,1 4 2013 12:50PM,1 4 2013 5:00PM
127,3,"Bristol, IL",41.686,-88.426,1 4 2013 6:30PM,1 4 2013 7:00PM
127,4,"Eddystone, PA",39.835,-75.387,1 7 2013 7:00AM,1 7 2013 11:00AM
127,5,"Bridgeport, NJ",39.801,-75.352,1 7 2013 11:30AM,1 7 2013 3:23PM
128,1,"Smithville, OH",40.862,-81.862,1 2 2013 12:30PM,1 2 2013 4:15PM
128,2,"Liberty Center, OH",41.443,-84.009,1 2 2013 6:00PM,1 2 2013 7:30PM
